s,ID do jogador,Apelido,Agente,NLH,MTT,PLO6,Total,NLH,MTT,PLO6,Jogo_Fav,PROFIT/LOSS
23/02/2026,103284,pix103284,AF - DOLFO,"7,48","2,9","9,53"," R$  19,91 ","37,57%","14,57%","47,87%",PLO6,1
23/02/2026,160638,kevinlevrone,AF - DOLFO,"24,41",0,"429,47"," R$  453,88 ","5,38%","0,00%","94,62%",PLO6,-8
23/02/2026,166384,só perco,AF - DOLFO,"288,1",0,"93,93"," R$  382,03 ","75,41%","0,00%","24,59%",NLH,-433
23/02/2026,103206,YBicemen,AF - DOLFO,"39,28",0,"12,71"," R$  51,99 ","75,55%","0,00%","24,45%",NLH,-154
23/02/2026,104809,carrasco20,AF - DOLFO,"78,59",0,"13,76"," R$  92,35 ","85,10%","0,00%","14,90%",NLH,-252
23/02/2026,158484,pix158484,AF - DOLFO,"4,61","6,1","7,99"," R$  18,70 ","24,65%","32,62%","42,73%",PLO6,-89
23/02/2026,186233,tubaraoDoPix,AF - DOLFO,"0,78",0,0," R$  0,78 ","100,00%","0,00%","0,00%",NLH,16
23/02/2026,108126,rntt,AF - DOLFO,"6,74",0,0," R$  6,74 ","100,00%","0,00%","0,00%",NLH,-50
23/02/2026,144187,Lira#,AF - DOLFO,"3,92",0,0," R$  3,92 ","100,00%","0,00%","0,00%",NLH,-20
23/02/2026,103176,Yure Brito,AF - DOLFO,0,"176,5",0," R$  176,50 ","0,00%","100,00%","0,00%",MTT,-199
23/02/2026,180641,acendeAQUIapagaLÁ,AF - DOLFO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,130045,NegoDuro,AF - DOLFO,0,"2,4",0," R$  2,40 ","0,00%","100,00%","0,00%",MTT,-24
23/02/2026,187391,jarlison,AF - DOLFO,0,0,0, R$  -   ,,,,NLH,1
23/02/2026,128520,reggaelife??,AF - DOLFO,"6,97","2,2",0," R$  9,17 ","76,01%","23,99%","0,00%",NLH,258
23/02/2026,104229,RoLiFiGhT,AF - DOLFO,"28,23",3,0," R$  31,23 ","90,39%","9,61%","0,00%",NLH,-81
23/02/2026,154458,CAP.AMERICA,AF - CCTH,0,"36,7",0," R$  36,70 ","0,00%","100,00%","0,00%",MTT,-87
23/02/2026,160389,CallOfDuque,AF - CCTH,0,"6,7","96,45"," R$  103,15 ","0,00%","6,50%","93,50%",PLO6,808
23/02/2026,154436,bombazero,AF - CCTH,0,"5,5",0," R$  5,50 ","0,00%","100,00%","0,00%",MTT,-55
23/02/2026,154437,bmwr52,AF - CCTH,0,"21,1",0," R$  21,10 ","0,00%","100,00%","0,00%",MTT,-64
23/02/2026,100434,pix100434,AF - BIGBLINDS,0,0,"278,49"," R$  278,49 ","0,00%","0,00%","100,00%",PLO6,-1.084
23/02/2026,159597,pokeRC??,AF - BIGBLINDS,"38,85",0,"9,48"," R$  48,33 ","80,38%","0,00%","19,62%",NLH,-170
23/02/2026,100224,Blackwhite,AF - BIGBLINDS,0,"82,6",0," R$  82,60 ","0,00%","100,00%","0,00%",MTT,1.009
23/02/2026,100780,LIGHT,AF - BIGBLINDS,0,114,0," R$  114,00 ","0,00%","100,00%","0,00%",MTT,-252
23/02/2026,117450,relógio quebrado,AF - BIGBLINDS,0,"106,9",0," R$  106,90 ","0,00%","100,00%","0,00%",MTT,834
23/02/2026,146112,HAPPYFEET,AF - BIGBLINDS,0,68,0," R$  68,00 ","0,00%","100,00%","0,00%",MTT,997
23/02/2026,100386,Valadezzz,AF - BIGBLINDS,0,80,0," R$  80,00 ","0,00%","100,00%","0,00%",MTT,-140
23/02/2026,100414,LovisK,AF - BIGBLINDS,0,82,0," R$  82,00 ","0,00%","100,00%","0,00%",MTT,-321
23/02/2026,102024,zerocAAll,AF - BIGBLINDS,0,"203,7",0," R$  203,70 ","0,00%","100,00%","0,00%",MTT,-314
23/02/2026,147480,YAGAMI,AF - BIGBLINDS,0,"80,3",0," R$  80,30 ","0,00%","100,00%","0,00%",MTT,-630
23/02/2026,194151,Millie,AF - BIGBLINDS,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",MTT,-100
23/02/2026,100883,fenixx,AF - BIGBLINDS,0,"111,5",0," R$  111,50 ","0,00%","100,00%","0,00%",MTT,-240
23/02/2026,100383,DestroyeD,AF - BIGBLINDS,0,0,"18,62"," R$  18,62 ","0,00%","0,00%","100,00%",PLO6,-103
23/02/2026,100706,Ricellys,AF - BIGBLINDS,0,"118,4",0," R$  118,40 ","0,00%","100,00%","0,00%",MTT,968
23/02/2026,163420,hellenzinha1405,AF - BIGBLINDS,0,0,"14,25"," R$  14,25 ","0,00%","0,00%","100,00%",PLO6,-110
23/02/2026,149326,Coca-Cola Zero,AF - BIGBLINDS,0,123,0," R$  123,00 ","0,00%","100,00%","0,00%",MTT,1.025
23/02/2026,101603,PapaiNoel,AF - BIGBLINDS,"2,75",20,"616,76"," R$  639,51 ","0,43%","3,13%","96,44%",PLO6,4.749
23/02/2026,100425,Estenislaw,AF - BIGBLINDS,0,"70,4",0," R$  70,40 ","0,00%","100,00%","0,00%",MTT,-204
23/02/2026,100939,Watchmen,AF - BIGBLINDS,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",MTT,-100
23/02/2026,100608,alo alcindo,AF - BIGBLINDS,"15,82",20,0," R$  35,82 ","44,17%","55,83%","0,00%",MTT,2.704
23/02/2026,101096,9noriver,AF - BIGBLINDS,0,44,0," R$  44,00 ","0,00%","100,00%","0,00%",MTT,-440
23/02/2026,100183,Magnus.,AF - BIGBLINDS,0,"28,3",0," R$  28,30 ","0,00%","100,00%","0,00%",MTT,95
23/02/2026,109252,Jaspion,AF - LEONARDO DUARTE,0,0,"46,04"," R$  46,04 ","0,00%","0,00%","100,00%",PLO6,-401
23/02/2026,141799,Malboro,AF - LEONARDO DUARTE,0,0,"272,87"," R$  272,87 ","0,00%","0,00%","100,00%",PLO6,114
23/02/2026,186673,GamblerAlencar,AF - LEONARDO DUARTE,0,50,"12,22"," R$  62,22 ","0,00%","80,36%","19,64%",MTT,137
23/02/2026,161958,pix161958,AF - LEONARDO DUARTE,0,0,"504,59"," R$  504,59 ","0,00%","0,00%","100,00%",PLO6,-678
23/02/2026,163618,Pep Guardiola,AF - LEONARDO DUARTE,"1,47",10,"243,54"," R$  255,01 ","0,58%","3,92%","95,50%",PLO6,2.190
23/02/2026,163664,Matuê do poker,AF - LEONARDO DUARTE,0,"3,8","172,38"," R$  176,18 ","0,00%","2,16%","97,84%",PLO6,978
23/02/2026,140103,Arranca,AF - LEONARDO DUARTE,0,0,"17,63"," R$  17,63 ","0,00%","0,00%","100,00%",PLO6,607
23/02/2026,161604,pix161604,AF - LEONARDO DUARTE,0,0,"10,03"," R$  10,03 ","0,00%","0,00%","100,00%",PLO6,124
23/02/2026,120179,pix120179,AF - OZÉIAS,0,0,"215,92"," R$  215,92 ","0,00%","0,00%","100,00%",PLO6,-658
23/02/2026,150259,pix 192988,AF - OZÉIAS,0,0,"432,49"," R$  432,49 ","0,00%","0,00%","100,00%",PLO6,1.152
23/02/2026,159606,230718,AF - OZÉIAS,0,0,"56,82"," R$  56,82 ","0,00%","0,00%","100,00%",PLO6,-300
23/02/2026,170748,pix170748,AF - OZÉIAS,0,0,"1,77"," R$  1,77 ","0,00%","0,00%","100,00%",PLO6,-100
23/02/2026,120841,NHONHOj6,AF - NHONHO,0,0,"2177,05"," R$  2.177,05 ","0,00%","0,00%","100,00%",PLO6,-1.282
23/02/2026,122587,pix122587,AF - NHONHO,0,0,"41,62"," R$  41,62 ","0,00%","0,00%","100,00%",PLO6,-7
23/02/2026,124365,??cuidado??,AF - NHONHO,0,0,"311,25"," R$  311,25 ","0,00%","0,00%","100,00%",PLO6,477
23/02/2026,147208,pix147208,AF - NHONHO,"0,03",0,"0,51"," R$  0,54 ","5,56%","0,00%","94,44%",PLO6,-3
23/02/2026,147619,Luffygear4,AF - NHONHO,0,0,"263,08"," R$  263,08 ","0,00%","0,00%","100,00%",PLO6,-100
23/02/2026,139505,pix139505,AF - RAILSON,0,0,"343,01"," R$  343,01 ","0,00%","0,00%","100,00%",PLO6,-1.820
23/02/2026,162008,pix162008,CAMPANHA 1,"15,6",0,"558,15"," R$  573,75 ","2,72%","0,00%","97,28%",PLO6,-1.448
23/02/2026,163140,JOKER CRAZY,CAMPANHA 1,"8,33",0,0," R$  8,33 ","100,00%","0,00%","0,00%",NLH,-2
23/02/2026,184372,Gato-Preto,CAMPANHA 1,"167,51","66,4",0," R$  233,91 ","71,61%","28,39%","0,00%",NLH,122
23/02/2026,162174,AAMAA,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,163278,pix163278,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,167526,mandiocagaucha,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,185661,Leandromensen,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,186891,Andre f 16,CAMPANHA 1,0,"5,5","50,68"," R$  56,18 ","0,00%","9,79%","90,21%",PLO6,-277
23/02/2026,165284,Stu Ivey,CAMPANHA 1,0,"3,8",0," R$  3,80 ","0,00%","100,00%","0,00%",MTT,-32
23/02/2026,173626,pix173626,CAMPANHA 1,0,3,"178,16"," R$  181,16 ","0,00%","1,66%","98,34%",PLO6,-674
23/02/2026,161295,dadopoker,CAMPANHA 1,0,0,"0,09"," R$  0,09 ","0,00%","0,00%","100,00%",PLO6,11
23/02/2026,161716,supoker,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,161754,Akhenatom,CAMPANHA 1,"2,38","1,5",0," R$  3,88 ","61,34%","38,66%","0,00%",NLH,-40
23/02/2026,163069,Fserra,CAMPANHA 1,"0,87",0,0," R$  0,87 ","100,00%","0,00%","0,00%",NLH,-4
23/02/2026,164709,vinicinho,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,165029,pix165029,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,183079,pix183079,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,191062,claytonpi,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,179476,Danflapoker,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,179799,JUJUBA25,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,177513,kaballah,CAMPANHA 1,"76,25","7,3",0," R$  83,55 ","91,26%","8,74%","0,00%",NLH,-158
23/02/2026,130461,8ito,CAMPANHA 1,"4,14",0,0," R$  4,14 ","100,00%","0,00%","0,00%",NLH,11
23/02/2026,165834,PLINIO RAFAEL,CAMPANHA 1,"0,79",0,0," R$  0,79 ","100,00%","0,00%","0,00%",NLH,-4
23/02/2026,176514,roots,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,169382,ÉoPessa,CAMPANHA 1,"7,22","5,1",0," R$  12,32 ","58,60%","41,40%","0,00%",NLH,-98
23/02/2026,167342,Dantas.96,CAMPANHA 1,0,0,"1,72"," R$  1,72 ","0,00%","0,00%","100,00%",PLO6,-20
23/02/2026,169167,roro,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,192361,pix192361,CAMPANHA 1,"1,23",0,0," R$  1,23 ","100,00%","0,00%","0,00%",NLH,-11
23/02/2026,122839,willismael,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,173723,JJon,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,184190,RaufoJr.KJ,CAMPANHA 1,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,167898,pix167898,AF - DINHO,0,0,"368,47"," R$  368,47 ","0,00%","0,00%","100,00%",PLO6,-783
23/02/2026,165171,geraldindelemes,AF - DINHO,0,0,"73,08"," R$  73,08 ","0,00%","0,00%","100,00%",PLO6,-351
23/02/2026,100193,azedinho,AF - AZEDINHO,0,32,"866,72"," R$  898,72 ","0,00%","3,56%","96,44%",PLO6,256
23/02/2026,193827,KilllerThePote,AF - AZEDINHO,0,"69,5","1994,77"," R$  2.064,27 ","0,00%","3,37%","96,63%",PLO6,-2.626
23/02/2026,182166,magodavidson,AF - AZEDINHO,0,3,"10,42"," R$  13,42 ","0,00%","22,35%","77,65%",PLO6,-48
23/02/2026,100451,zumbi da noite,AF - RR,"48,62",0,"159,83"," R$  208,45 ","23,32%","0,00%","76,68%",PLO6,-454
23/02/2026,166945,Noia?,AF - RR,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,146025,BrunnoAdv,AF - RR,0,37,"293,88"," R$  330,88 ","0,00%","11,18%","88,82%",PLO6,195
23/02/2026,167413,Akarie,AF - RR,"205,9","66,9","317,41"," R$  590,21 ","34,89%","11,33%","53,78%",PLO6,200
23/02/2026,126204,djoker,AF - RR,"0,36",0,"5,48"," R$  5,84 ","6,16%","0,00%","93,84%",PLO6,-22
23/02/2026,111865,pix111865,AF - RR,0,0,"812,71"," R$  812,71 ","0,00%","0,00%","100,00%",PLO6,-2.990
23/02/2026,145018,HUGUINHO,AF - RR,0,55,"54,76"," R$  109,76 ","0,00%","50,11%","49,89%",MTT,-800
23/02/2026,148110,Bona77,AF - RR,0,"16,4",0," R$  16,40 ","0,00%","100,00%","0,00%",MTT,49
23/02/2026,144230,ChefeAlex,AF - RR,0,"3,8","3,76"," R$  7,56 ","0,00%","50,26%","49,74%",MTT,-100
23/02/2026,106956,IgorStone,AF - RR,0,0,"3,96"," R$  3,96 ","0,00%","0,00%","100,00%",PLO6,-50
23/02/2026,132957,BethHaneyHalley,AF - RR,0,20,0," R$  20,00 ","0,00%","100,00%","0,00%",MTT,-155
23/02/2026,100442,pixbet,AF - RR,0,8,0," R$  8,00 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,123011,balachocabalachoca,AF - RR,0,8,0," R$  8,00 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,144185,pix144185,AF - RR,0,44,0," R$  44,00 ","0,00%","100,00%","0,00%",MTT,-440
23/02/2026,102107,SaborPoker,AF - BERNARDO,0,51,"184,18"," R$  235,18 ","0,00%","21,69%","78,31%",PLO6,-164
23/02/2026,148812,Arthur Morgan,AF - BERNARDO,0,0,"4,04"," R$  4,04 ","0,00%","0,00%","100,00%",PLO6,-23
23/02/2026,100713,PSantos,AF - BERNARDO,0,20,"6,52"," R$  26,52 ","0,00%","75,41%","24,59%",MTT,-262
23/02/2026,123742,GarFold,AF - BERNARDO,0,"5,5",0," R$  5,50 ","0,00%","100,00%","0,00%",MTT,-55
23/02/2026,124057,phmb06,AF - RYAN CARVALHO,"14,23",0,"100,98"," R$  115,21 ","12,35%","0,00%","87,65%",PLO6,-160
23/02/2026,182977,yurii7,AF - RYAN CARVALHO,"3,23","28,9",0," R$  32,13 ","10,05%","89,95%","0,00%",MTT,-139
23/02/2026,180237,aylla17,AF - RYAN CARVALHO,"49,38",0,"43,96"," R$  93,34 ","52,90%","0,00%","47,10%",NLH,94
23/02/2026,180389,VivianSaliba??,AF - RYAN CARVALHO,"93,46",0,"20,14"," R$  113,60 ","82,27%","0,00%","17,73%",NLH,24
23/02/2026,172090,Predador,AF - RYAN CARVALHO,0,0,"19,85"," R$  19,85 ","0,00%","0,00%","100,00%",PLO6,-121
23/02/2026,183010,Stanley,AF - RYAN CARVALHO,"14,92","110,2",0," R$  125,12 ","11,92%","88,08%","0,00%",MTT,238
23/02/2026,173878,Romário Barreto,AF - RYAN CARVALHO,0,"6,2",0," R$  6,20 ","0,00%","100,00%","0,00%",MTT,-62
23/02/2026,103225,HAUSTUFLAY,AF - RYAN CARVALHO,0,"2,2",0," R$  2,20 ","0,00%","100,00%","0,00%",MTT,-22
23/02/2026,183560,lampiao007,AF - RYAN CARVALHO,"2,29","2,7",0," R$  4,99 ","45,89%","54,11%","0,00%",MTT,-51
23/02/2026,160167,Tapana2,AF - RYAN CARVALHO,0,"3,9",0," R$  3,90 ","0,00%","100,00%","0,00%",MTT,47
23/02/2026,177343,vitindograu,AF - RYAN CARVALHO,0,"7,45",0," R$  7,45 ","0,00%","100,00%","0,00%",MTT,-75
23/02/2026,177873,Tertuliano,AF - RYAN CARVALHO,0,"1,7",0," R$  1,70 ","0,00%","100,00%","0,00%",MTT,-17
23/02/2026,194097,pix194097,AF - RYAN CARVALHO,0,"2,5",0," R$  2,50 ","0,00%","100,00%","0,00%",MTT,-25
23/02/2026,173807,pix palmeiras @,AF - RYAN CARVALHO,0,48,"211,23"," R$  259,23 ","0,00%","18,52%","81,48%",PLO6,893
23/02/2026,151326,LucaNegrean,AF - RYAN CARVALHO,0,"1,1",0," R$  1,10 ","0,00%","100,00%","0,00%",MTT,-11
23/02/2026,181833,Cozinheiro Hemp,AF - RYAN CARVALHO,0,"12,6","0,82"," R$  13,42 ","0,00%","93,89%","6,11%",MTT,-16
23/02/2026,178771,Toma Rapariga,AF - RYAN CARVALHO,0,4,"2,18"," R$  6,18 ","0,00%","64,72%","35,28%",MTT,-98
23/02/2026,181197,vicadas,AF - RYAN CARVALHO,"1,16","3,8",0," R$  4,96 ","23,39%","76,61%","0,00%",MTT,-55
23/02/2026,181198,vitferrazpina,AF - RYAN CARVALHO,"3,55",0,0," R$  3,55 ","100,00%","0,00%","0,00%",NLH,-7
23/02/2026,190808,pix190808,AF - RYAN CARVALHO,"1,05","2,4",0," R$  3,45 ","30,43%","69,57%","0,00%",MTT,-19
23/02/2026,177859,TARJA PRETA,AF - RYAN CARVALHO,0,14,"45,09"," R$  59,09 ","0,00%","23,69%","76,31%",PLO6,-47
23/02/2026,179591,Brabo-do-Timão,AF - RYAN CARVALHO,0,"4,6",0," R$  4,60 ","0,00%","100,00%","0,00%",MTT,59
23/02/2026,180056,TILT????,AF - RYAN CARVALHO,0,0,"1,77"," R$  1,77 ","0,00%","0,00%","100,00%",PLO6,107
23/02/2026,168944,tropa do 7,AF - RYAN CARVALHO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,155390,pix1032556,AF - ENZO VIEC,"8,19",0,"0,05"," R$  8,24 ","99,39%","0,00%","0,61%",NLH,-104
23/02/2026,165322,pix165322,AF - ENZO VIEC,0,0,"2351,75"," R$  2.351,75 ","0,00%","0,00%","100,00%",PLO6,9.491
23/02/2026,104220,do pneu,AF - ENZO VIEC,"3,54",3,"2,36"," R$  8,90 ","39,78%","33,71%","26,52%",NLH,-100
23/02/2026,158904,XERTION,AF - FABIO MURAKAMI,0,"64,9","110,36"," R$  175,26 ","0,00%","37,03%","62,97%",PLO6,-26
23/02/2026,144307,AANTONIOE,AF - FABIO MURAKAMI,0,"4,5",0," R$  4,50 ","0,00%","100,00%","0,00%",MTT,-45
23/02/2026,130042,FabioK9,AF - FABIO MURAKAMI,0,"58,4",0," R$  58,40 ","0,00%","100,00%","0,00%",MTT,-584
23/02/2026,172138,Russia,AF - FABIO MURAKAMI,"48,36",0,"64,09"," R$  112,45 ","43,01%","0,00%","56,99%",PLO6,-285
23/02/2026,182047,joventralha1,AF - FABIO MURAKAMI,0,"71,6",0," R$  71,60 ","0,00%","100,00%","0,00%",MTT,751
23/02/2026,160733,Legi92,AF - FABIO MURAKAMI,"0,69","22,9",0," R$  23,59 ","2,92%","97,08%","0,00%",MTT,-94
23/02/2026,164817,Alber Ramos,AF - FABIO MURAKAMI,0,"0,2",0," R$  0,20 ","0,00%","100,00%","0,00%",MTT,-2
23/02/2026,147416,PEDACLET,AF - FABIO MURAKAMI,0,0,"0,8"," R$  0,80 ","0,00%","0,00%","100,00%",PLO6,-20
23/02/2026,163679,Leo 73,AF - FABIO MURAKAMI,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,152206,piperpuertas,AF - FABIO MURAKAMI,0,10,0," R$  10,00 ","0,00%","100,00%","0,00%",MTT,-100
23/02/2026,182249,kazui,AF - FABIO MURAKAMI,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,-10
23/02/2026,135647,Bulldogs,AF - FABIO MURAKAMI,0,"38,6",0," R$  38,60 ","0,00%","100,00%","0,00%",MTT,-386
23/02/2026,144506,johnyatp,AF - FABIO MURAKAMI,0,32,0," R$  32,00 ","0,00%","100,00%","0,00%",MTT,-320
23/02/2026,160225,Zekinhaflush,AF - TELES,0,0,"175,21"," R$  175,21 ","0,00%","0,00%","100,00%",PLO6,207
23/02/2026,160252,SeuGrelo,AF - TELES,"40,16",0,0," R$  40,16 ","100,00%","0,00%","0,00%",NLH,-220
23/02/2026,188005,jefelima81,AF - TRAF. RAMON P.,"1,35","5,2","129,77"," R$  136,32 ","0,99%","3,81%","95,20%",PLO6,-443
23/02/2026,188621,Gutojr,AF - TRAF. RAMON P.,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,143740,??DINNO,AF - EDUARDO FRANÇA,"151,53","11,8",0," R$  163,33 ","92,78%","7,22%","0,00%",NLH,-220
23/02/2026,130369,Padeiro,AF - EDUARDO FRANÇA,0,4,"41,66"," R$  45,66 ","0,00%","8,76%","91,24%",PLO6,-358
23/02/2026,134624,Vladpoker,AF - EDUARDO FRANÇA,0,"15,95",0," R$  15,95 ","0,00%","100,00%","0,00%",MTT,-160
23/02/2026,135146,BRshelby,AF - EDUARDO FRANÇA,0,"95,25",0," R$  95,25 ","0,00%","100,00%","0,00%",MTT,461
23/02/2026,148112,Jean22,AF - EDUARDO FRANÇA,0,1,0," R$  1,00 ","0,00%","100,00%","0,00%",MTT,-10
23/02/2026,141352,RuiBR,AF - EDUARDO FRANÇA,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,154017,marucossu,AF - EDUARDO FRANÇA,0,"14,1","3,82"," R$  17,92 ","0,00%","78,68%","21,32%",MTT,-82
23/02/2026,136119,LaBoca,AF - EDUARDO FRANÇA,0,0,"38,49"," R$  38,49 ","0,00%","0,00%","100,00%",PLO6,20
23/02/2026,100679,fazopix,AF - EDUARDO FRANÇA,0,"0,9",0," R$  0,90 ","0,00%","100,00%","0,00%",MTT,-9
23/02/2026,135331,rsmjunior91,AF - EDUARDO FRANÇA,0,0,"3,64"," R$  3,64 ","0,00%","0,00%","100,00%",PLO6,-30
23/02/2026,140297,TOIC?,AF - ENIO,"2,24",0,0," R$  2,24 ","100,00%","0,00%","0,00%",NLH,-10
23/02/2026,103204,Cameron Dennis,AF - ENIO,0,0,"2,71"," R$  2,71 ","0,00%","0,00%","100,00%",PLO6,-10
23/02/2026,158574,Ond@,AF - ENIO,0,"0,5","182,43"," R$  182,93 ","0,00%","0,27%","99,73%",PLO6,-126
23/02/2026,102200,Odete Roitman ?,AF - ENIO,0,0,"16,18"," R$  16,18 ","0,00%","0,00%","100,00%",PLO6,-139
23/02/2026,116070,Bergkamp,AF - ENIO,0,"9,4",0," R$  9,40 ","0,00%","100,00%","0,00%",MTT,506
23/02/2026,120989,PDF?,AF - ENIO,"2,24",0,0," R$  2,24 ","100,00%","0,00%","0,00%",NLH,-20
23/02/2026,137597,Rurouni_Kenshin,AF - ENIO,0,0,"17,94"," R$  17,94 ","0,00%","0,00%","100,00%",PLO6,-100
23/02/2026,102717,Aylhan,AF - ENIO,0,0,"2,32"," R$  2,32 ","0,00%","0,00%","100,00%",PLO6,-50
23/02/2026,160697,???,AF - RACHA PIX,"5,73","2,9","0,73"," R$  9,36 ","61,22%","30,98%","7,80%",NLH,-36
23/02/2026,160711,Dejota_,AF - RACHA PIX,"1,09",0,"3,22"," R$  4,31 ","25,29%","0,00%","74,71%",PLO6,-50
23/02/2026,181009,juanbrsp,AF - MILENA MAGRINI,"1,21",0,"1,23"," R$  2,44 ","49,59%","0,00%","50,41%",PLO6,12
23/02/2026,186523,sou profissional,AF - MILENA MAGRINI,0,"17,75",0," R$  17,75 ","0,00%","100,00%","0,00%",MTT,505
23/02/2026,185939,GigaBananaCCPro,AF - MILENA MAGRINI,0,"0,7",0," R$  0,70 ","0,00%","100,00%","0,00%",MTT,-7
23/02/2026,183097,Ribis,AF - MILENA MAGRINI,"13,61",42,"7,63"," R$  63,24 ","21,52%","66,41%","12,07%",MTT,-544
23/02/2026,156478,Will88,AF - MILENA MAGRINI,0,3,0," R$  3,00 ","0,00%","100,00%","0,00%",MTT,0
23/02/2026,177786,Sortudorj,AF - MILENA MAGRINI,"2,37",0,0," R$  2,37 ","100,00%","0,00%","0,00%",NLH,-20
23/02/2026,184560,Vitão,AF - MILENA MAGRINI,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,183153,Henrisnaiper,AF - MILENA MAGRINI,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138637,pix138637,AF - RENAN COELHO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,139668,jasontatum#0,AF - RENAN COELHO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,139670,bocapreta,AF - RENAN COELHO,0,0,0, R$  -   ,,,,NLH,0
23/02/2026,138266,sóumavez:/,AF - RENAN COELHO,"5,71",0,0," R$  5,71 ","100,00%","0,00%","0,00%",NLH,79
23/02/2026,170113,Larry Bird 33#,AF - FERNANDO M.,"1,15","0,4","2,38"," R$  3,93 ","29,26%","10,18%","60,56%",PLO6,-21
23/02/2026,156181,KidCaucaia,AF - FERNANDO M.,0,"10,8",0," R$  10,80 ","0,00%","100,00%","0,00%",MTT,-11
23/02/2026,149672,SACO DE BOI,AF - FERNANDO M.,0,"15,9",0," R$  15,90 ","0,00%","100,00%","0,00%",MTT,-99
23/02/2026,148271,KIRITO-KUN,AF - FERNANDO M.,0,"28,1","154,39"," R$  182,49 ","0,00%","15,40%","84,60%",PLO6,-176
23/02/2026,163901,Sacana40,AF - FERNANDO M.,0,"8,5",0," R$  8,50 ","0,00%","100,00%","0,00%",MTT,-85
23/02/2026,148451,Serimac,AF - FERNANDO M.,0,0,"117,89"," R$  117,89 ","0,00%","0,00%","100,00%",PLO6,324
23/02/2026,170717,litlle nerd,AF - FERNANDO M.,0,"15,4",0," R$  15,40 ","0,00%","100,00%","0,00%",MTT,-154
23/02/2026,159024,pablyto66,AF - FERNANDO M.,"3,38",0,0," R$  3,38 ","100,00%","0,00%","0,00%",NLH,-24
23/02/2026,171047,tigresa,AF - FRED AGUIAR,"2,2",0,0," R$  2,20 ","100,00%","0,00%","0,00%",NLH,-10
23/02/2026,164148,LEOMACUCO,AF - FRED AGUIAR,"29,2",2,0," R$  31,20 ","93,59%","6,41%","0,00%",NLH,-23
23/02/2026,163050,comecuzinho,AF - FRED AGUIAR,"12,62",0,"6,44"," R$  19,06 ","66,21%","0,00%","33,79%",NLH,-71
23/02/2026,164165,Borges,AF - FRED AGUIAR,"45,74",3,0," R$  48,74 ","93,84%","6,16%","0,00%",NLH,88
23/02/2026,162906,- TORETTO -,AF - FRED AGUIAR,"92,22","10,4","4,44"," R$  107,06 ","86,14%","9,71%","4,15%",NLH,-35
23/02/2026,137719,Noslimeda,AF - FRED AGUIAR,"24,67",2,0," R$  26,67 ","92,50%","7,50%","0,00%",NLH,-60
23/02/2026,170966,Sr.Guimaraes,AF - FRED AGUIAR,"2,32",0,"27,63"," R$  29,95 ","7,75%","0,00%","92,25%",PLO6,-92
23/02/2026,178079,Bradesco,AF - FRED AGUIAR,"4,16",3,0," R$  7,16 ","58,10%","41,90%","0,00%",NLH,-101
23/02/2026,164380,sujeira,AF - FRED AGUIAR,"8,27",0,0," R$  8,27 ","100,00%","0,00%","0,00%",NLH,-50
23/02/2026,110584,black,AF - BOLEIROS BRAS,0,0,"569,71"," R$  569,71 ","0,00%","0,00%","100,00%",PLO6,-4.026
23/02/2026,113122,natashow16,AF - BOLEIROS BRAS,0,0,"232,2"," R$  232,20 ","0,00%","0,00%","100,00%",PLO6,-1.835
